Podcast,Speaker,Turn,KeyPoints,Assumptions
Countdown to election day,SPEAKER_01,". No, I think we will. I think we should warn the listeners, who I also hope are readers, that on election night, please do tune in to reviewjournal.com and to the print newspaper we're going to have as complete results, as can be ascertained on election night. And that depends on the county. I'm told that they will release the the totals of the votes that they have tallied thus far. So, on election day, that's June 9th, after the polls close at 7 p.m., they'll release the results of some of these 276,000 ballots we've been talking about today. They're going to the way they do it is they run it through the machine, just like Scantron tests back in school. And they get those tallies, they'll have those tallies to announce on election night. But the final final results, unlike usually, we usually have them on election night. But this is an unusual time and we will probably not have them till, I'm told, June 16th, as late as June 16th, we might have to wait for the final unofficial results of the election","Releasing partial election results on June 9th via reviewjournal.com and a print newspaper; Final results expected by June 16th, delayed from usual election night release; Using Scantron-style machine-based tallying for results; Emphasis on transparency and availability of complete results on election night",County will follow Scantron testing methodology for result tallying; Final results will be delayed until June 16th as per announced schedule; Print newspaper will be available for complete results on election night; Listeners will tune in to reviewjournal.com for updates
Countdown to election day,SPEAKER_00,"election. And that will get scanned, checked, ran through the machine. So, yeah, some folks with a tight primary, you never know, you just really never know. They might be waiting a little while. But again, coming from California, I'm quite used to this. We had a congressional race that wasn't called until December. So, it sounds like they're still going to be hustling and we're going to get results, somewhat, somewhat soon. But yeah, as you said, we'll do what we can. We'll be out there, be able to report any problems if there are any. But it sounds like pretty straightforward system. I know in Clark County, they are not even using the voting machines. It's just straight. You can go to you can go to a voting center, but you're just going to be filling out your mail ballot and giving it to them","Election process involving scanning, checking, and running votes through machines; Potential delays in results due to tight primaries; Straightforward voting system in California, with some counties using mail ballots; Assessment of Clark County's voting machine usage (non-usage and mail ballot system)","System is generally straightforward and reliable; No major issues expected in Clark County's voting process; Results will be reported promptly despite potential delays; Voting machines in Clark County are not used, relying on mail ballots"
Countdown to election day,SPEAKER_01,". Yeah, exactly. Yeah, exactly. It's all done by paper. And, and, and, Rory, you mentioned the thankless job that the election officials are in, how they, they get sued by one person, they get sued by another. We should also take a moment to talk about how well they run elections. Now, this is the first mail election done by mail in the, in the state's history. So, we'll see how they do that. But in general, and I think even, we can say even so far in this election, I think we're seeing the usual professionalism of the Secretary of State's office, of all the county registrars, and especially the county we live in down here with Joe Gloria, who's the registrar of voters. He's a long time experience professional, has run a lot of elections, and done so in a way where the results are not questioned, except by people on the lunatic fringe, you know, there, there are going to be people out there who are always going to question these elections. I, I used to put it up to, to psychology, right? You have a person like Sharon Engel, who's a Republican. She ran against Harry Reid, and, and she lost by six points, and she spent the next couple of years touting a self-published book about hinting, but not accusing the state of voter fraud, hinting at it. And I always thought that was because she just couldn't rationally realize, you know, that more people voted for him than voted for her. It must be voter fraud, because if it's not, you have to confront the possibility that your ideas weren't good enough, your campaign wasn't good enough, and that more people like the other person than like you. And so I always put it up to that, but more and more lately, I'm, I'm seeing it as a grift. I'm seeing it as people out there who are saying, uh, uh, that voter fraud is costing them the election, and people are canceling their registrations, and they're canceling their votes, and all that because it's a big conspiracy. And I think that they know better. My hunch is that they know better, and that there isn't that voter fraud, but this is just a grift to, to keep the money flowing from the supporters, to keep the Twitter followers up to, to, to do all that. And, uh, and it's, it's, it's sad too, because if you don't have confidence in the election, you don't have confidence in the basic mechanism of democracy, then we're all in big trouble. And so I, I would like to say for the record, as far as I'm concerned, that the Clark County Election Department, the Secretary of State, uh, has done an excellent job up till now, and under very trying circumstances with very wild and unproven allegations of fraud out there against them, I think they're doing their best to calmly, uh, get the information out there to run the election properly and, uh, to come up with results that whether we get them on the 9th or the 16th or somewhere in between, we can know with confidence that those are the accurate results of the election and we can move on to the general",Election officials' professionalism and handling of the first mail-in election in the state's history; Criticism of voter fraud allegations and the perception of it as a 'grift' to maintain support; Acknowledgment of the Clark County Election Department's efforts under scrutiny; Discussion of psychological factors in voter behavior and conspiracy theories; Emphasis on the importance of trust in democratic processes,"Election officials are doing their best despite unproven allegations; Voter fraud is not occurring, but it's a cover for other motives; Public skepticism about election integrity is driven by psychological factors; The system's reliability is essential for maintaining democratic confidence; The Secretary of State's office is capable of managing elections effectively"
Countdown to election day,SPEAKER_00,"Yeah, absolutely. Certainly performing in very difficult circumstances as both the pandemic is going on and, you know, from really like the highest office in the land on down, there's some criticism over the sending to inactive voters, because we saw a White House press briefing that mentioned, uh, you know, exactly what was going on in terms of, you know, the ballots being left in, in, uh, trash cans and things like that, and tweets from the president himself",Criticism of sending ballots to inactive voters during the pandemic; White House press briefing highlighting issues with ballot handling; President's tweets about ballot mishandling,The pandemic's impact on voter outreach and logistics; The need for effective communication during challenging circumstances; Public scrutiny of leadership in managing electoral processes
Countdown to election day,SPEAKER_01,"House press secretary, I, I should say, I, I, I initially thought, well, this, this, I know this was story was reported on Fox news and I thought that's where, uh, she got it, but the transcript clearly shows, she said this, I read about this yesterday and I think the only place that it was written about to, to, for her to read about it was the Las Vegas review journal. So I think one of your readers, Roy, is, uh, the White House press secretary's office. So that's a, that's a good thing for us.",Initial assumption that the story was reported on Fox News; Clarification that the correct source is the Las Vegas Review Journal; Acknowledgment of a reader (Roy) associated with the White House press secretary's office,The reader (Roy) is linked to the White House press secretary's office; The White House press secretary's office is a positive development
Countdown to election day,SPEAKER_00,"Yeah. Yep. Absolutely. All right. Well, I guess, I guess it's probably good for this week, you know, we'll be back next week with, uh, what should be a pretty interesting episode, as we should have some election results and who knows, maybe a nuclear pocket lips has unfolded.",election results; return of the episode,election results; nuclear pocket lips
Countdown to election day,SPEAKER_00,"The way news has been ramping up the last week, who knows who knows. So as always, you know, we come to you every Friday, make sure you find us on Twitter and Adroi does phonics and has Steve Sebelius and, and make sure that you like and subscribe. Wherever it is, you're listening to this, wherever it is, you get your podcasts. I am politics reporter, Rory Appleton,",Adroi does phonics; Steve Sebelius; Encouraging listeners to follow on Twitter and subscribe; Weekly podcast updates; Promotion of the podcast through social media and subscriptions,Audience is interested in politics; Podcast is a regular weekly update; Speaker is part of a larger news network
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"[MUSIC] Hey everybody, welcome to the Michael Steele podcast. Michael Steele is so great to have you guys in the house. Yes, we are all still in the house, those of us who are responsible citizens. The rest of y'all need to check it. I don't know what y'all doing out there as we've seen the numbers begin to spike again. We told you this, what, three, four weeks ago? It's going to happen. Come on, pay attention. We've got a lot to talk about here on the podcast today. So glad you could be with us. As I said, you can find me on Apple Podcasts, Stitcher, Tune-In, Spotify, all those good spots where you get your podcast on. Of course, follow me on Twitter @MichaelSteel. But here we are and when I think it's going to be a fun conversation, I've watched this guy over the years and I've had the pleasure of actually being on his podcast. So this is really cool to have the opportunity to have him come in, stop and sit down here for a little bit, none other than Clay Aiken. We know him as a singer, television personality, an actor, political candidate, and activist. I mean, this brother is doing it all and he's doing it well. He's doing it well. You know him when he was a runner up on the second season of American Idol back in 2003. Clay,",The spike in numbers and the prediction of its occurrence; The podcast's invitation to Clay Aiken as a guest; The discussion about the podcast's content and its fun nature; The mention of Clay Aiken's multifaceted career and his appearance on the podcast,"Audience awareness of the podcast's usual content and structure; Assumption that the audience is interested in the topics discussed (spike numbers, guest appearance); Assumption that the podcast's host (Michael Steele) is familiar with the guest's background (Clay Aiken's career); Assumption that the podcast's format is engaging and suitable for a fun conversation"
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,". It's been a while. But the voice is still strong. He's still out there doing his thing. And certainly his debut album, Measure of a Man, went multi-platinum back in the day. He previously worked as a UNICEF ambassador. And beginning in 2006, he served a two-year term to the Presidential Committee for People with Intellectual Disabilities. He's the host, as I said before, Politicon's weekly podcast, ""How the heck are we going to get along?"" Clay, welcome to the podcast, baby. I",Clay's debut album 'Measure of a Man' went multi-platinum; Clay's role as a UNICEF ambassador; Clay's two-year term on the Presidential Committee for People with Intellectual Disabilities; Clay's hosting of Politicon's weekly podcast 'How the heck are we going to get along?',
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"it out yet though. No, but I'm telling you, it's a fun, it's a fun listen for folks. I highly recommend you check it out, because it's very interactive, very conversational. And Clay just has this sort of, you do. You have this sort of calming demeanor. I mean",The content is fun and engaging; It is interactive and conversational; The speaker highly recommends it; Clay has a calming demeanor,The content is suitable for a general audience; The speaker has a positive experience with Clay; The content is accessible and easy to listen to
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,". It goes back and forth for you. And there are a lot of issues out there that I think brings that out of folks these days, that sort of edginess. So it takes some folks, someone who's got the ability to sort of say, ""Okay, let's bring the temperature down a little bit to have the conversation."" How did you make that transition? I think it's interesting for people to see, for someone like yourself who's played so much in the media space, personality, someone who people have watched on television. And in some cases, literally grown up with, and sort of watching your career. How have you made that transition to the activist space where you're about an agenda, you're about a message, you're about a narrative that goes beyond popsicles and music? You know what I'm saying? That sort of light stuff, that people could escape to.","Transition from media to activist space; Challenges of maintaining constructive dialogue in today's issues; Need to 'bring the temperature down' to have meaningful conversations; Importance of having someone who can guide the conversation towards a message or narrative; Shift from entertainment (e.g., popsicles, music) to a more agenda-driven approach","The individual has the ability to influence and guide conversations; There is a need for a more focused and purposeful message beyond entertainment; The transition requires a shift in perspective and focus; The audience (e.g., followers, viewers) is willing to engage with a more substantive narrative; The individual's career and influence in media provide a foundation for this transition"
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"an adult. And when I was in eighth grade, we had to all write a story, an article, a paper, whatever you want to call it, in eighth grade, social studies about someone we admired. Everybody else did their youth minister, their dance teacher, their pastor, whatever. I called Terry Sanford, who was Senator of North","The assignment of writing a story about someone admired in eighth grade social studies; The student chose Terry Sanford, a Senator of North Carolina",The assignment required a public figure or notable individual; The student's choice of Terry Sanford is a valid example of a public figure
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"then, and asked him if I could come to his office and interview him, and he let me come. And I sat down and interviewed him and wrote my paper about Terry Sanford, who was then and still is my political idol. And so I've always been interested in politics. Idol in a way was sort of a detour. It was a detour, okay. A little bit. You know, I auditioned mostly to get someone to shut up nagging me about it, and accidentally stayed the entire time. So I don't regret that in any way whatsoever. But I kind of said, when I even in my first audition, that I love singing. I love being able to. I love that God let me do that. But I also like the idea of having people listen to what I had to say. And if I was able to get to a point where I could sing and have a platform, I wanted to use it for something else. And I got fortunate enough that the platform was big enough, that I was able to do that. So it is a big transition for a lot of people in the country who saw me and put me in that",Interview with Terry Sanford and the opportunity to write about him; Interest in politics and the desire to use a platform for singing and advocacy; Transition from auditioning for a job to staying for the interview; Use of singing as a platform for political advocacy,The platform was sufficiently large to allow singing and advocacy; The interview was arranged by someone who agreed to let the speaker stay; The speaker assumed the platform would be available for political use
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"you. Absolutely did. I was like, okay, yeah, right. This, you know, seriously. Come on, seriously. Right. You know, and it says a lot about how the country, on the whole, looks at these individuals who do other things, that we know them from other spaces, you know, entertainment, the news media, you know, business. And then when they cross over into this sort of foreign territory, and particularly those of us who are in the space already, we're a little bit territorial. We're kind of like, what the hell are you doing over here?","Societal perception of individuals from different fields (entertainment, news, business) as outsiders; Territorial reaction when these individuals enter a foreign territory; Implication that the country views these individuals as disruptive to its existing social order","The speaker's own experience as someone already in the space (entertainment, news, business) contributes to their territoriality; The assumption that societal attitudes are reflective of broader cultural norms; The implied connection between cross-sectoral identity and perceived threat or disruption"
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"you-- I'm not trying to be an actor. Why are you trying to do politics? But what we miss is the fact that, as you just noted, for you, okay, that's my job. That was an opportunity. I did it, but my passion is somewhere else. And you're kind of following that passion. And but for idle, as you noted from your youth, you would have been on that track anyway. So you just took a slight detour. And it's how I tell people that, you know, when I get a little bit judgmental like that, I said, I forget, I too did the detour, because I went off into a monastery, and then while my way back into politics, as opposed to a direct shot. So we all kind of have our way of getting to where God needs us to be. You know,","The speaker discusses their own journey of taking a detour from acting to politics.; They compare their path to others' potential paths, suggesting that following one's passion is inevitable.; The speaker mentions their time in a monastery and returning to politics as a contrast to a direct path.; They address the listener's judgmental remarks by acknowledging their own detour.","The speaker assumes that others would have followed their passion, even if it meant a different path.; They assume that the listener would understand the detour as a natural part of the journey to fulfill a purpose."
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"I also found it very funny because so many people hate politicians, right? Right. We can't stand politicians, but as soon as someone who's not a politician tries to run for something, we think, why the hell aren't you doing what you're not supposed to be here? It's just, I mean, it really is a double-edged sword, and we do like to put people in boxes. And I mean, how many doctors, how many medical doctors are in Congress now? There are a lot of people","The speaker discusses the double-edged sword of putting people in boxes, implying that people are often categorized into roles they don't fit.; The speaker highlights the hypocrisy of hating politicians but supporting non-politicians when they run for office.; The speaker notes the prevalence of professionals (e.g., doctors) in political roles, suggesting a trend of professionals entering politics.",The audience is aware of the general public's disdain for politicians.; The speaker assumes that people tend to categorize individuals into predefined roles (boxes).; The speaker assumes that the presence of professionals in politics is a common occurrence.
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,". I mean, I was old for today's contestants, but back then it was really young, and people watched me grow. I ain't gonna pretend that I looked cool at all when I walked on that stage. I was a mess, but people sort of watched the kid next door grow up, and I still, to this day in my 40s, and people think I'm 24, which is wonderfully nice at",The speaker's age difference from the contestants and their own growth over time; The audience's perception of the speaker's age (thinking they're 24 despite being in their 40s); The lasting impact of the speaker's experience on the audience; The contrast between the speaker's own appearance and the perceived age of the contestant,The audience's continued belief in the speaker's age despite their actual age; The speaker's assumption that their growth and the contestant's growth are central to the narrative; The speaker's assumption that the audience's perception of their appearance is a key part of the experience; The speaker's assumption that the story of growth and change is a recurring theme
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"I'm sure. But at other times it really stinks because a lot of people, especially in that campaign, saw me as this 24-year-old kid from idle and had a hard time getting past that when I wanted to talk about healthcare or veterans issues or anything that was related to the campaign. So your",The speaker was perceived as a 24-year-old kid from idle during the campaign; Difficulty in discussing healthcare or veterans issues due to this perception,The audience (campaign participants) had a negative perception of the speaker's age and background; The perception influenced their willingness to engage with topics related to healthcare or veterans issues
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"credit, and again, as someone who does politics, and certainly grooming, working with and sort of preparing candidates, you ran a very good campaign. It wasn't just respectable. It was a good campaign. And you did. You talked about those things that were important to you personally, but also connected them to the community that you were looking to represent. That's where the talent to use that term, of having that public persona being in the public's eye, being able to read them and feel them really comes into play for those who do transition into politics who've done something else. Those who kind of come up in the system, to be honest, are a hell of a lot more cynical",The campaign was considered 'very good' and 'a good campaign' by the speaker; The candidate connected personal values with community representation; The importance of a public persona that can 'read them and feel them' in political transitions; The speaker acknowledges the challenges of transitioning into politics from a non-political background,The candidate has a strong public persona and ability to connect with the community; The campaign was effective in mobilizing support and aligning with personal values; Transitioning into politics requires a balance between cynicism and empathy; The speaker assumes the candidate has experience in grooming or working with candidates
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"like yourself. And even myself, and I've been in a long time, but I didn't come directly in. I kind of went out and came in and went out and came in. You have a different perspective. You understand what people are kind of going through, which is why moments like we find ourselves in right now is almost tailor made for voices like yours, and certainly the voices of, especially the female candidates we saw running in 2018. The kind of candidates we see running now in 2020, this makes a unique opportunity to have the conversation around the things you were just talking about. And you layer in a lot of the tensions that are brought on by the current administration in the way they handle COVID-19, the economy, race relations, if you will. That also adds a little bit more sauce and flavor. You don't have to be overly partisan because of the way people are kind of looking at these things.",,
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"you think that's true though? Do you not? I mean, part of me, I want to agree with everything you just said. I want to believe that you don't have to be overly partisan, but sometimes I fear people ask me a lot now, ""Are you going to run again? Will you run for something again?"" And my answer is always, ""I don't think I could win a primary today, Michael."" I don't know if I'd be because I don't have patience for bullshit.","Desire to agree with the other person's stance on partisanship; Fear of being asked about running again and the associated anxiety; Answer to potential questions about running again, stating inability to win a primary; Assessment of own patience for bullshit",People are concerned about the speaker's future political involvement; Partisanship is a significant factor in political discourse; The speaker assumes their own inability to win a primary is a valid response to such questions; The speaker assumes that others are impatient with political rhetoric or bullshit
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,", no, I don't have patience for saying the sky is falling every time the president plays golf. Now, my philosophy is there's plenty to be upset about. I don't need to create something new. I don't need to create something to be indignant about everything because there's plenty that I can be upset about. But I worry now that the way to be successful, unfortunately, at least in my party, is to be pissed off about everything. And God forbid, I say, ""You know what? I just don't have the energy or the bandwidth to be upset about that particular thing because there's too much other stuff."" But the minute I do that, I find that people on my side who are further left than me just don't have any patience for me. I am canceled myself simply for not being willing to throw fireballs every single minute.",Philosophy of not creating new issues to be indignant about everything; Concern that political success in the party relies on being upset about everything; Consequence of not being able to be upset leads to social isolation and cancellation,Being upset is necessary for political success in the party; The speaker's approach of not being upset is incompatible with their party's values; Social isolation and cancellation occur when political allies are unwilling to engage
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"You raise a very good point, and I think it's important to distinguish between the two actors that you're talking about because they are two very different actors. The first is the folks inside the party, the activists, the political operative, the sort of John DeS player who has this sort of partisan edge about them that sees everything through the lens of attack, destroy partisan pushback, etc. And there's a time and space for that in the political chess game. There is. I mean, sometimes in order to corner the king, you got to go through some rooks and","The distinction between two types of political actors: those inside the party (activists, political operatives) and a partisan strategist (John DeS player) with a focus on attack and partisan pushback.; The necessity of using strategic tactics (like rooks in chess) to achieve political goals, such as cornering the king.",The existence of a time and space in political strategy where partisan tactics are necessary and effective.
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"we've grown up, not grown up, but we've certainly in the past 10 years, everything is YouTube now. It's all reality shows that aren't real. But we can tell when something is not scripted. We can tell when something is not fake. And I think that we want we see the fakeness. We can pick up on it. We can identify the BS a little bit easier now.",The shift from traditional media to YouTube as the primary platform for content; Reality shows being described as 'not real' or 'not fake'; The ability of individuals to detect fakeness or BS in content,People have developed a greater capacity to identify fake or fabricated content; The prevalence of reality shows as a medium for content creation and consumption; The role of YouTube in shaping modern media consumption habits
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"I do wonder still, and maybe this is me having done the one campaign I'm already a cynic too. Right. But this is me worrying that even though we can identify it, I don't know if enough people are yet ready, at least where I am, to vote. I always say, listen, if we want politics to be different, we've got to change the way and the types of people we vote for",Concern about voter readiness and cynicism towards politics; Belief that changing the type of people voted for is necessary for political change; Acknowledgment of the challenge in ensuring enough people are ready to vote,That current voter behavior reflects a lack of readiness for political change; That the effectiveness of political change depends on altering the electorate's composition
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,", and I'll tell you a little dirty secret. The way you get there is by elevating those candidates into that space. Because one of the things that I that I keep trying to navigate and conversate about inside the Republican Party, as we look at what Trump has done to the party, we're past the what he is doing to the party. He's done it. It is now it is now holy his his creation, his his Frankenstein creation is this new GOP. But the question then becomes within that, how do you how do you move into a different time and space? You cannot have the ball and chain of this of this party as it's currently configured, carrying you into the future. It's going to require someone or someone's that can break that chain. And that's going to require a different voice, a different kind of messaging and a different way to operationalize around policy and issues in the conversation. That's what I think people are kind of waiting for.",The need for a different voice and messaging in the Republican Party to move into the future; The importance of rethinking policy and operational approaches to address the party's current state; The idea that the party's current structure (under Trump) is unsustainable and requires transformation,The current Republican Party is considered a 'Frankenstein creation' due to Trump's influence; The party's existing structure is described as 'ball and chain' that cannot carry the future; A new approach is necessary to break the existing chain and create a different path for the party
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,", so that leads me to a good question then. What do you think of Biden's current rise in the polls and the fact that in states like Michigan, battleground state for sure state that Trump won in 16 was part of the 78,000 vote majority he electoral, you know, electoral college majority that he got. Now he's down by 12 or 15 points in Michigan. He's he's hemorrhaging in Florida. He's every time you say is more, I just get more excited.","Biden's current poll decline in key states like Michigan and Florida; Historical context of Trump's 78,000-vote majority in Michigan; The impact of poll shifts on electoral college outcomes; Public sentiment and the user's excitement over the trend","The significance of the 78,000-vote majority in Michigan for Trump's electoral victory; The electoral college system's role in determining the outcome; The public's perception of Biden's poll trends as a critical factor; The assumption that poll shifts will continue to influence the election result"
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"Carolina, which there's a lot. I mean, listen, I'm a bad person. I'm a bad person to be able to act as if though I'm not biased. Joe Biden was the first person I ever gave any money to as a candidate. And that was in 2008 back when he ran in the primary for president in 2008. So I've loved Joe Biden since long before he was tagged for vice president. I think it's because I think it's for the same reason that that I'm excited by him. Think that this year, I don't believe that we could have run a my dog and beat Trump like a lot of progressives seem to think, Oh, we could run an armchair",Personal connection to Joe Biden (support as a candidate in 2008 and long-term support); Belief in Biden's qualities and excitement for his candidacy; Skepticism about the possibility of defeating Trump in the election; Assertion that progressives might overestimate their chances,Others (particularly progressives) may assume the speaker can beat Trump; The speaker assumes the election outcome is uncertain or not easily predictable; The speaker assumes that the political landscape is not as favorable to their position as some might think
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,and then there were Trump voters who voted for Trump and there were a lot of Trump voters who voted against Hillary. You've said that yourself. I don't think we have that fourth block of voters this year. I think we've got Biden voters who are voting for him. We've got a lot of Biden voters who are voting against Trump and we have Trump voters who are voting for Trump. But I don't know if I could find anyone who is going to vote for Trump because they're terrified of Biden. Yeah,Trump voters who voted for Trump and some who voted against Hillary; Biden voters who are voting for him and many who are voting against Trump; Assessment that there is no fourth bloc of voters this year; Claim that Trump voters are not voting for Trump due to fear of Biden,The existence of a fourth bloc of voters this year; The belief that Biden voters are voting against Trump; The assumption that Trump voters are terrified of Biden and thus won't vote for him
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,". That's and that's the point. It's not a significant enough number two to actually make a difference in the election. I think to your earlier point about boring, the way I put it is I think a lot of folks are looking around saying, and this is why I chose Biden as the Democratic nominee. The week he announced I was on air at MSNBC and talking about Biden getting into the race and I looked at the camera and said, dude, it's going to be the nominee of the party.",The speaker argues that a specific number (likely a statistical figure) isn't significant enough to impact the election outcome.; They discuss the idea that many voters are choosing Biden due to his nomination and the perception of his candidacy.; The speaker reflects on their own commentary during a live broadcast about Biden's nomination.,"The number in question is not a critical factor in the election's outcome.; Voters are seeking a nominee who can address key issues, which is why they chose Biden.; The speaker assumes that the public is looking for a clear, recognizable candidate in the Democratic race."
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"'s like, right, sure. It's like, you understand what America is going to be looking for is who can get me off crazy. Yes. It's like, we have been at that party and you've been here to say, I'm going to tell you, my audience has heard me say this before, right? You remember the party that started on Friday and ended on Sunday night and you said, and you",America's expectations for someone who can 'get me off crazy'; The duration of a party from Friday to Sunday night; The speaker's repeated statements to the audience,The audience is familiar with the speaker's previous statements; The party lasted a full week (Friday to Sunday night); The speaker is addressing a specific audience
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"that point where it's Sunday night and they realize, damn, I got to get up and go to work tomorrow. That's who they're looking for. They're looking for that person that will, you know, that has that sort of, I got to get up and go to work there looking to move off of the party. They're looking to move off of not party as a political party as in, Hey, good times. Well, there","The individual's realization that they need to get up and go to work tomorrow; The desire to move off from a party lifestyle (as a political party); The emphasis on transitioning from a more relaxed, social (party) life to a structured, work-oriented life",The party in question is a political party; The individual's decision to move off the party is tied to a broader life transition; The party's role as a significant social and political influence in their life
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"than two evils every single time. Yes. And in 2016, I think it was a tougher choice for people to choose a lesser of two evils. I don't think Hillary was evil, but a lot of people did. And they said, okay, I know Hillary's evil. And I'm not sure if Trump's evil, but I think he is, but I don't know. So I give him a shot. And they just, we know. They thought he was right","The speaker discusses the difficulty of choosing between two evils in 2016, with Hillary Clinton and Donald Trump being the candidates.; The speaker acknowledges that Hillary was perceived as evil by many, even though the speaker doesn't agree with that view.; The speaker considers Trump as potentially evil but is uncertain, leading to a tentative support for him.; The speaker notes that people thought Trump was right, even if his evil status was debated.","People in 2016 were making tough moral choices between two candidates.; Hillary Clinton was considered evil by many, even if the speaker disagrees with that assessment.; Trump's evil status is uncertain but deemed by some to be true.; The speaker assumes that public opinion on the candidates' moral character was influenced by their actions and decisions."
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"tell you what I thought I knew him. I did his show. And the guy who I knew in 2011, when I taped a print is, I mean, he doesn't exist anymore. But I will admit, I did not vote for Trump because I did not, I did think he was crazy. And I don't dislike Hillary Clinton. But I, after he won, tried to reassure those around me. Listen, at the root, all he wants is to be loved. So maybe, maybe he will spend so much energy trying to be loved that he will actually do a good job. Right.",Speaker's opinion on Trump's candidacy and reasoning for not voting; Reassurance after Trump's election win; Assumption that Trump's primary goal is to be loved; Belief that Trump may do a good job if focused on being loved,The person the speaker knew in 2011 no longer exists; The speaker's assumption about Trump's motivations and potential governance
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"No matter what. And I think he calculated or maybe Steve Bannon told him, you've got that R behind your name. So it doesn't matter what you do. You're never going to get Democrats to all of a sudden vote, all of a sudden like you. So you might as well make sure you keep your folks excited. Right. And that to me is probably the more, I mean, Trump is the most dangerous thing right now. But that general sense of no matter what somebody has behind their name, I've made my mind up end of discussion. I think that's the thing that scares me the most in politics today. Because I have to be willing to vote for a Republican who I think is honest and good. And I disagree with. I would vote for you, Michael,","The influence of a person's name in politics, particularly the 'R' behind their name, affecting voter behavior; The idea that no matter what actions are taken, the reputation of a name (like Trump) makes it difficult to sway Democrats; The speaker's willingness to vote for a Republican they consider honest and good, even if they disagree with them; The perception that Trump is the most dangerous political figure in the current climate",The assumption that name reputation directly impacts political success and voter decisions; The assumption that political strategies must focus on maintaining a positive name image to influence voters; The assumption that voters are more swayed by a person's reputation than by their actual policies; The assumption that political risks are highest when a leader's name is associated with a controversial or polarizing figure
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,", not because I'll agree with you on anything. I'm sure we won't. But because I know you're not motivated by selfish, selfish interests, you want, you know, and I got to say, I dare say this out loud because if I ever run again, it'll get used against me. But but Richard Burr is my Senator here. Tom Tillis, I can't stand. But Richard Burr. Right. Right. You know what? I don't agree with him on most things. But I do believe that he, for the most part, is a decent person. And so do I need to do I need to be thankful that there are I'm not going to get rid of Republicans, right? I can't do it. It's not going to happen. Right. So I might as well reward those who I think are willing to listen to the other side on occasion.",Disagreement with others on most issues; Respect for Richard Burr as a decent person; Criticism of Tom Tillis; Inability to eliminate Republicans; Rewarding those who listen to the other side,Others are not motivated by selfish interests; Audience may not agree with the speaker; Speaker cannot get rid of Republicans
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"interesting point, Clay, because the you the question of decency, which was a very important barometer for much of our modern day political or politics, a lot of folks sort of looked at these individuals through that lens, you know, yeah, he's he's a so and so on this and that I don't agree with them. But you know, he's a decent guy. I mean, you know, he's going to serve the interests of the people well. We've moved off of that now",Decency as a political benchmark; Shift from judging politicians by decency to other factors; Acknowledgment of the individual's decency despite disagreeing with their views; Assessment of the individual's ability to serve people's interests,The individual is considered decent; Standards of decency have evolved over time; The individual's actions align with the people's interests; Disagreement with specific views does not negate their decency
