prompt,episode_key,direction,a_turn_num,b_turn_num,assumptions_in_A,explicits_in_B,max_sim,link
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,13,14,4,10,0.6085209846496582,1
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,14,15,10,8,0.5170907974243164,0
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,15,16,7,8,0.6761118173599243,1
prompt2,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,16,17,10,5,0.33076074719429016,0
prompt3,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,01→00,1,2,7,10,0.3739769160747528,0
prompt3,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,00→01,2,3,10,6,0.45660218596458435,0
prompt3,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,00→01,1,2,5,6,0.4804169237613678,0
prompt3,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,01→00,2,3,10,8,0.6132124662399292,1
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,1,2,9,6,0.3058723509311676,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,2,3,5,8,0.28359904885292053,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,3,4,10,5,0.5255053043365479,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,4,5,8,8,0.7386134266853333,1
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,5,6,8,5,0.5513272881507874,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,6,7,5,5,0.5117259621620178,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,8,9,6,5,0.4182879626750946,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,10,11,5,5,0.44503653049468994,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,11,12,10,5,0.4374755918979645,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,12,13,10,5,0.44430798292160034,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,13,14,5,7,0.42830604314804077,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,14,15,10,7,0.5624967813491821,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,15,16,7,6,0.490637868642807,0
prompt3,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,16,17,6,6,0.7244604825973511,1
prompt3,Augmented_Intelligence_with_AI_in_Manufacturing__846df0f35c,01→00,2,3,5,7,0.38742586970329285,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,2,3,10,10,0.3783632814884186,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,9,10,10,4,0.35170218348503113,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,10,11,7,10,0.34921926259994507,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,11,12,10,4,0.5137208700180054,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,12,13,5,8,0.43519580364227295,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,13,14,10,6,0.40828782320022583,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,14,15,6,4,0.3266519606113434,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,16,17,10,4,0.3419981300830841,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,17,18,5,10,0.25541386008262634,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,20,21,5,5,0.6299489736557007,1
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,21,22,5,7,0.5104648470878601,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,22,23,7,5,0.42850664258003235,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,23,24,5,10,0.38195815682411194,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,24,25,10,5,0.5788645148277283,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,25,26,7,10,0.355269193649292,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,26,27,10,6,0.411824494600296,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,27,28,6,10,0.6572557687759399,1
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,30,31,5,6,0.2625793218612671,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,31,32,6,6,0.32620128989219666,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,33,34,10,3,0.4184075593948364,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,34,35,5,10,0.5307468175888062,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,36,37,10,8,0.49022337794303894,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,37,38,10,10,0.5654808282852173,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,38,39,10,6,0.4320647716522217,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,39,40,8,10,0.6019828915596008,1
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,40,41,10,5,0.5429481267929077,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,41,42,5,8,0.5643136501312256,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,42,43,10,4,0.5899214148521423,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,43,44,5,10,0.5946472883224487,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,44,45,10,8,0.5623487830162048,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,45,46,10,10,0.6223708391189575,1
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,46,47,10,5,0.4017746150493622,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,47,48,8,10,0.44505536556243896,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,48,49,10,4,0.3888677656650543,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,49,50,5,0,0.0,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,50,51,0,4,0.0,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,51,52,5,10,0.4018753468990326,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,52,53,10,4,0.43627965450286865,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,53,54,4,5,0.38252928853034973,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,56,57,10,4,0.4669119119644165,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,57,58,5,10,0.45041465759277344,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,63,64,5,5,0.2355419546365738,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,64,65,10,5,0.35878127813339233,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,65,66,5,8,0.45157313346862793,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,66,67,8,7,0.5551643967628479,0
prompt3,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,67,68,5,8,0.33903151750564575,0
prompt3,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,1,2,10,5,0.3219509720802307,0
prompt3,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,2,3,6,10,0.33119717240333557,0
prompt3,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,4,5,8,4,0.4643734097480774,0
prompt3,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,5,6,5,10,0.337004691362381,0
prompt3,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,7,8,5,10,0.3640210032463074,0
prompt3,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,01→00,1,2,6,5,0.2497575879096985,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,2,3,8,7,0.43785664439201355,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,3,4,7,5,0.551077663898468,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,4,5,4,5,0.2706882953643799,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,6,7,6,3,0.358752965927124,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,8,9,5,6,0.45597127079963684,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,9,10,10,5,0.4924274981021881,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,10,11,5,10,0.38880887627601624,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,13,14,5,4,0.4249204993247986,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,14,15,4,8,0.39288395643234253,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,15,16,10,5,0.3456122875213623,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,16,17,8,6,0.5427376627922058,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,20,21,7,4,0.3153846263885498,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,22,23,5,0,0.0,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,23,24,0,5,0.0,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,25,26,10,4,0.43604910373687744,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,28,29,10,6,0.7063515782356262,1
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,29,30,10,5,0.5867284536361694,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,30,31,8,3,0.4306817352771759,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,31,32,5,6,0.4561751186847687,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,35,36,5,5,0.3351682424545288,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,36,37,5,5,0.71450275182724,1
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,38,39,10,3,0.32422518730163574,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,39,40,4,6,0.494355171918869,0
prompt3,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,41,42,10,7,0.4391455352306366,0
prompt3,The_potential_of_AI_in_healthcare_014edaaac0,00→01,1,2,6,7,0.3528606593608856,0
prompt3,The_potential_of_AI_in_healthcare_014edaaac0,01→00,13,14,9,4,0.41455453634262085,0
prompt3,The_potential_of_AI_in_healthcare_014edaaac0,00→01,14,15,5,10,0.4086291491985321,0
prompt3,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,00→01,1,2,5,6,0.40225133299827576,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,2,3,7,5,0.4444792568683624,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,3,4,10,5,0.45417702198028564,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,4,5,5,8,0.5652822256088257,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,5,6,8,5,0.3707250952720642,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,6,7,10,10,0.47170647978782654,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,8,9,5,5,0.5172090530395508,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,9,10,5,10,0.4956653118133545,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,10,11,10,4,0.6625090837478638,1
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,11,12,5,10,0.5931103229522705,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,12,13,10,5,0.5694458484649658,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,13,14,5,10,0.6940383315086365,1
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,14,15,10,6,0.5756310820579529,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,15,16,10,10,0.5053876638412476,0
prompt3,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,16,17,10,10,0.4368804395198822,0
prompt4,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,01→00,1,2,3,10,0.5176149010658264,0
prompt4,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,00→01,2,3,10,2,0.4035290479660034,0
prompt4,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,00→01,1,2,4,5,0.460862398147583,0
prompt4,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,01→00,2,3,5,6,0.4898064136505127,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,1,2,0,5,0.0,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,2,3,5,5,0.26504334807395935,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,3,4,5,5,0.49127042293548584,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,4,5,5,5,0.6711373329162598,1
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,5,6,5,5,0.6367701292037964,1
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,6,7,5,4,0.3724547028541565,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,8,9,5,3,0.4118715524673462,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,10,11,3,5,0.42787864804267883,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,11,12,5,3,0.4805646538734436,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,12,13,3,5,0.3618142306804657,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,13,14,5,4,0.35230886936187744,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,14,15,4,7,0.5034016370773315,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,15,16,10,5,0.5629196166992188,0
prompt4,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,16,17,5,3,0.4022393226623535,0
prompt4,Augmented_Intelligence_with_AI_in_Manufacturing__846df0f35c,01→00,2,3,5,0,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,2,3,5,7,0.20645299553871155,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,9,10,10,4,0.3937588930130005,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,10,11,4,10,0.47855857014656067,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,11,12,10,3,0.5401567220687866,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,12,13,4,8,0.4105759263038635,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,13,14,10,4,0.440992534160614,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,14,15,4,3,0.3890096843242645,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,16,17,7,0,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,17,18,0,8,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,20,21,3,3,0.31744012236595154,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,21,22,5,5,0.45284873247146606,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,22,23,5,2,0.3487308919429779,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,23,24,3,8,0.7082531452178955,1
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,24,25,8,5,0.39825916290283203,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,25,26,10,10,0.3460107147693634,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,26,27,10,5,0.4504310190677643,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,27,28,8,7,0.5600760579109192,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,30,31,4,5,0.37596395611763,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,31,32,5,4,0.6347821950912476,1
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,33,34,5,2,0.4826105237007141,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,34,35,2,5,0.4054136574268341,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,36,37,0,5,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,37,38,5,7,0.3692845404148102,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,38,39,6,5,0.44165146350860596,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,39,40,5,8,0.40502363443374634,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,40,41,10,0,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,41,42,0,7,0.0,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,42,43,10,2,0.5336129665374756,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,43,44,3,10,0.5929732918739319,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,44,45,10,5,0.6649734973907471,1
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,45,46,5,8,0.46359091997146606,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,46,47,7,7,0.4635220170021057,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,47,48,5,8,0.4386094808578491,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,48,49,10,4,0.3081013858318329,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,49,50,3,5,0.31983819603919983,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,50,51,5,4,0.27400490641593933,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,51,52,4,10,0.3531322777271271,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,52,53,10,3,0.6256608963012695,1
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,53,54,4,3,0.24671000242233276,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,56,57,10,3,0.4225708544254303,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,57,58,3,10,0.44187265634536743,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,63,64,3,5,0.2562762200832367,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,64,65,5,5,0.2320820838212967,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,65,66,5,5,0.5210014581680298,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,66,67,5,6,0.34376445412635803,0
prompt4,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,67,68,3,5,0.21211980283260345,0
prompt4,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,1,2,4,3,0.3770817518234253,0
prompt4,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,2,3,3,8,0.28265848755836487,0
prompt4,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,4,5,5,5,0.3317229151725769,0
prompt4,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,5,6,5,10,0.47727781534194946,0
prompt4,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,7,8,4,5,0.20977874100208282,0
prompt4,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,01→00,1,2,4,4,0.35430848598480225,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,2,3,4,5,0.5408029556274414,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,3,4,5,5,0.6666257977485657,1
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,4,5,9,5,0.27593010663986206,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,6,7,5,0,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,8,9,4,5,0.32736316323280334,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,9,10,10,0,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,10,11,0,10,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,13,14,5,5,0.3163701295852661,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,14,15,5,5,0.48588886857032776,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,15,16,5,5,0.20916835963726044,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,16,17,5,4,0.546566367149353,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,20,21,5,3,0.33117231726646423,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,22,23,3,5,0.35736900568008423,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,23,24,10,3,0.4330979585647583,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,25,26,4,3,0.35499152541160583,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,28,29,5,5,0.7235821485519409,1
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,29,30,5,5,0.5045806765556335,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,30,31,5,0,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,31,32,0,5,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,35,36,3,4,0.3880690038204193,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,36,37,4,4,0.45310449600219727,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,38,39,5,0,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,39,40,0,5,0.0,0
prompt4,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,41,42,10,3,0.3792541027069092,0
prompt4,The_potential_of_AI_in_healthcare_014edaaac0,00→01,1,2,4,5,0.30993133783340454,0
prompt4,The_potential_of_AI_in_healthcare_014edaaac0,01→00,13,14,3,5,0.4663928747177124,0
prompt4,The_potential_of_AI_in_healthcare_014edaaac0,00→01,14,15,5,7,0.44315704703330994,0
prompt4,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,00→01,1,2,5,5,0.5174205303192139,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,2,3,4,4,0.6330854296684265,1
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,3,4,5,3,0.5454893112182617,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,4,5,4,5,0.5618880391120911,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,5,6,5,4,0.577892541885376,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,6,7,4,8,0.6219323873519897,1
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,8,9,3,0,0.0,0
