pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,future_horizon,true_future_turn_id,true_future_turn_idx,true_future_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,context_explicit_count,context_assumption_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,available_conditions_json
commentary:087__Charlie_Marie:27:30:h3,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:27,27,3,commentary:087__Charlie_Marie:30,30,Assert / Elaborate,223,106,10,3,10,3,34,12,True,[43],[46],25,True,c4120e95eb3daeab8e0cf658719b9de22e9fa477297b0e16e5c68c372deef523,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:28:29:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:28,28,1,commentary:087__Charlie_Marie:29,29,Assert / Elaborate,84,84,7,3,5,3,32,12,True,[44],[45],25,True,4e119d5dea77a25c81234a655f4e5f129522b88c6a3fdfb71e9c5893fd9c594e,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:28:31:h3,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:28,28,3,commentary:087__Charlie_Marie:31,31,Assert / Elaborate,84,84,7,3,5,3,32,12,True,[44],[47],25,True,d1498f1d121f99e09e5fe736a77eb9fc95d12a70689e2f51c7a7bebd016efa5e,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:29:30:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:29,29,1,commentary:087__Charlie_Marie:30,30,Assert / Elaborate,504,105,10,3,10,3,32,12,True,[45],[46],25,True,79b1f8e7d768ce177e0df05ac8c72050407e5de859a9a5e6e352940a64fcb0b1,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:30:31:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:30,30,1,commentary:087__Charlie_Marie:31,31,Assert / Elaborate,105,105,5,3,5,3,32,12,True,[46],[47],25,True,eac6cbe75a1a3fedf66dce484b4ce295feafe7320021b34480bf41fd136d10f9,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:34:35:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:34,34,1,commentary:087__Charlie_Marie:35,35,Assert / Elaborate,60,60,4,3,5,3,34,12,True,[58],[59],25,True,b9a6306088f1872349fd7202ab52e33acb505599fdf14002982c89eb4569db36,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:34:37:h3,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:34,34,3,commentary:087__Charlie_Marie:37,37,Assert / Elaborate,60,60,4,3,5,3,34,12,True,[58],[61],25,True,155fd0f5fe69a228177243d21c815ff076a2c2c0a971d72d6a10eae229033464,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:35:36:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:35,35,1,commentary:087__Charlie_Marie:36,36,Assert / Elaborate,465,108,10,3,10,3,34,12,True,[59],[60],25,True,3da092aa9e7ee589d8df213250bfb81666a69463b429804f88b295c258ed12f0,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:35:38:h3,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:35,35,3,commentary:087__Charlie_Marie:38,38,Assert / Elaborate,465,108,10,3,10,3,34,12,True,[59],[62],25,True,514eec91efac87397b5d7fc70bd3ae01f2702ad06df49ae554ae8b8696d6941a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:36:37:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:36,36,1,commentary:087__Charlie_Marie:37,37,Assert / Elaborate,288,106,8,3,7,3,32,12,True,[60],[61],25,True,11093e2d97b1e9f71bb8f57051ae4d01ad548fe65bd4bc94ecd257906195ba2a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:37:38:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:37,37,1,commentary:087__Charlie_Marie:38,38,Assert / Elaborate,183,110,5,3,6,3,27,12,True,[61],[62],25,True,6037496d63f431bf6bd36815f58a5a5ff765c3cadb613ec459dce4c4b41615e9,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:39:40:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:39,39,1,commentary:087__Charlie_Marie:40,40,Assert / Elaborate,153,109,10,3,10,3,28,12,True,[65],[66],25,True,87b8ad3b5839691a8f8217eacfcbfd01d6a609597eac76d1029b039ff5c37107,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:41:42:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:41,41,1,commentary:087__Charlie_Marie:42,42,Assert / Elaborate,197,108,10,3,10,3,32,12,True,[69],[70],25,True,04cf3cf44ded9ea41dcc08d48bdb06a4af6a0d76adad62c9f7664c52b39f58b3,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:42:43:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:42,42,1,commentary:087__Charlie_Marie:43,43,Agree / Align,132,104,5,3,5,3,32,12,True,[70],[71],25,True,33c1c43df823193c3c41e48c82aab0d19fb3869da8f1c2de1dcd344b04492d00,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:45:46:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:45,45,1,commentary:087__Charlie_Marie:46,46,Agree / Align,286,105,8,3,8,3,30,12,True,[75],[76],25,True,15aa77857925ff72d09c7333d31328020962902b643d3e406c73340593af10e4,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:087__Charlie_Marie:46:47:h1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:46,46,1,commentary:087__Charlie_Marie:47,47,Assert / Elaborate,50,50,3,3,4,3,28,12,True,[76],[77],25,True,8f7eb9969187d4594afb4c38d1e598af35e4cde53162443457ed174437f50cb4,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:2:3:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:2,2,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3,3,Assert / Elaborate,135,108,7,3,6,2,27,9,True,[4],[5],25,True,f2618ce8b23ad7b80b667b6b674820b74b281d164ed1302176b841bc002dc8da,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3:4:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3,3,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:4,4,Topic Shift,117,104,5,3,5,3,32,12,True,[5],[6],25,True,0f7f958a927f4b28787fbe4822e70137c5252e3447289f7303a34548c4323bc1,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:6:7:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:6,6,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:7,7,Assert / Elaborate,66,66,7,3,5,3,32,12,True,[10],[11],25,True,ebf4067cd7e6f6d320e3eff2e993cf3d0917434d7cdfaabc37fa65e882a6ca31,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9:10:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9,9,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10,10,Assert / Elaborate,78,78,5,3,5,3,28,12,True,[13],[14],25,True,b70d60251ee27d3ab5f4e1466e023c95d8d9c80dbd12874113091ee891df255c,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9:12:h3,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9,9,3,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:12,12,Assert / Elaborate,78,78,5,3,5,3,28,12,True,[13],[16],25,True,f122bf0fa20f2b578b87520628b9cfeb661291711493db19c0dd306f89806294,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10:11:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10,10,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11,11,Agree / Align,112,102,8,3,5,3,26,12,True,[14],[15],25,True,fbf93f9e83ac5313e73b7aa3f303ea17dfa585fee0e4ea05ee72607c98cea4c7,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11:12:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11,11,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:12,12,Assert / Elaborate,83,83,7,3,7,3,26,12,True,[15],[16],25,True,8d31cedce01e9ee8603e0ffc74c257c608a6d5487ec9027111a0600e644a3d95,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:14:15:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:14,14,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15,15,Assert / Elaborate,62,62,4,3,5,3,28,12,True,[20],[21],25,True,a6076b8c48e4afac6811b03fdf6bba68f5d14e054f09fdfdba61b3410ddbbd71,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15:16:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15,15,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:16,16,Assert / Elaborate,81,81,4,3,5,3,25,12,True,[21],[22],25,True,ae51a7eff25b99591f3cac2ad8509759ba3fee08d1b0681c1e3f4185f65f1a9c,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:20:21:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:20,20,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21,21,Agree / Align,174,102,8,3,7,3,33,12,True,[34],[35],25,True,5903932b1b029aa25ac7c544313c8412efea3cce68de1386274b02a32c3b3faa,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21:22:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21,21,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:22,22,Clarification Request (Specific),197,105,8,3,5,3,31,12,True,[35],[36],25,True,892176b836950b06d9e2aca60d8c93c595b62114da012386535f469737cd43b0,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:29:30:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:29,29,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:30,30,Assert / Elaborate,764,104,10,3,10,3,35,12,True,[61],[62],25,True,5a402ebe70fc48694863cbb0a5dcca3ecca4245f45a0073a14fc7a6880b529af,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:32:33:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:32,32,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33,33,Assert / Elaborate,127,101,5,3,5,3,29,12,True,[66],[67],25,True,0900c72018750be2dca9368d3b268a744a7c14ad563e856ec97b72daf8fa0c01,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33:34:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33,33,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:34,34,Assert / Elaborate,139,102,10,3,10,3,29,12,True,[67],[68],25,True,d8546680f9f045bef9bf582038b13335d573d931010e4452af887093c6497622,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:35:36:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:35,35,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:36,36,Assert / Elaborate,100,100,5,3,5,3,23,12,True,[71],[72],25,True,ed3fe59044aba939f9c0c5a0a635fb3b45a15ddf12e397606def6199f213e31c,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40:41:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40,40,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41,41,Agree / Align,100,100,7,3,7,3,30,12,True,[84],[85],25,True,d1932046bd844a28aa5f552c1dfaf4749f2f0d9e0d45181e7146efdaf7a11124,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40:43:h3,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40,40,3,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:43,43,Assert / Elaborate,100,100,7,3,7,3,30,12,True,[84],[87],25,True,2eca9f1e73b72390774c9d6274d95e1d2871af855a57d272450a1dc44c81c932,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41:42:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41,41,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42,42,Assert / Elaborate,542,105,10,3,10,3,30,12,True,[85],[86],25,True,d22b8c1b2f5e48005d18aabe9516bf23bbc252369eddf2aff2bce804c145c7bb,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42:43:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42,42,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:43,43,Assert / Elaborate,53,53,4,3,5,3,31,12,True,[86],[87],25,True,67f62fc0b296089f9c75d65673586f095de12718e74801387c907767b5f23715,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44:45:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44,44,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45,45,Assert / Elaborate,122,107,5,3,5,3,26,12,True,[90],[91],25,True,403dcd5440606b92bef61488ebbff8c4fdcc936e0542bde9fe84fa09a9d495a2,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44:47:h3,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44,44,3,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:47,47,Assert / Elaborate,122,107,5,3,5,3,26,12,True,[90],[93],25,True,45944212ba759a5088623d46b35871dc5f60c7c747c56b99983c811b4446a833,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44:49:h5,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44,44,5,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:49,49,Assert / Elaborate,122,107,5,3,5,3,26,12,True,[90],[95],25,True,a31cad0131f3a8cb00b6d0500284e0a27bb7a3505cc00dd1b5c39599433e851d,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45:46:h1,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45,45,1,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:46,46,Assert / Elaborate,323,105,10,3,10,3,26,12,True,[91],[92],25,True,ae77f77563c36d1a6b1e5e2c6b8b1f99f49a72374c7d8b88ed4a65fd5fa87581,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45:48:h3,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45,45,3,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:48,48,Assert / Elaborate,323,105,10,3,10,3,26,12,True,[91],[94],25,True,f165543fab9beffe409ffdbe5bae45094ff0cc7e051dd72776db366251814689,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
