pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,true_next_turn_id,true_next_turn_idx,true_next_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,available_conditions_json
commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:17:18,commentary,004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo,data_cleaned/conversation_moves_labeled/commentary/004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo.json,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:17,17,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:18,18,Assert / Elaborate,126,108,7,3,6,3,True,[45],[46],25,True,c5756ade712640aa7bf6119b1ed03e61a38a7d4644e9f8d90e256a7dfb63a69e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:18:19,commentary,004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo,data_cleaned/conversation_moves_labeled/commentary/004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo.json,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:18,18,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:19,19,Agree / Align,354,101,10,3,10,3,True,[46],[47],25,True,9591fb23abfeb272f1f5ca5b69080e0ce213a5b9c52c5dc0411ea1ddf1545d12,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:30:31,commentary,004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo,data_cleaned/conversation_moves_labeled/commentary/004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo.json,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:30,30,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:31,31,Assert / Elaborate,124,101,8,3,7,3,True,[96],[97],25,True,04e158c827e182f33f181d1e250befa6401c162f3aa54a4f3af26a8644789db9,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:31:32,commentary,004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo,data_cleaned/conversation_moves_labeled/commentary/004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo.json,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:31,31,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:32,32,Assert / Elaborate,123,105,4,3,4,3,True,[97],[98],25,True,77c5adfe656e4b21771be554b977d0dd4360e7f18e2c8977956cc74f045899a6,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:34:35,commentary,004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo,data_cleaned/conversation_moves_labeled/commentary/004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo.json,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:34,34,commentary:004_-__Dance_Floor_Anthem__I_Don_t_Wanna_Be_In_Love__x_Angela_Mastrogiacomo:35,35,Assert / Elaborate,129,100,8,3,7,3,True,[104],[105],25,True,807928d9dd470507c270f14f79cff4b77469609474f35072d1422d66965dfed4,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:0:1,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:0,0,commentary:087__Charlie_Marie:1,1,Assert / Elaborate,776,100,7,3,7,0,True,[0],[1],25,True,23a2a869cebc8f5fb6c518ec6c28a38c06b8ffbed602cce95388dea64cccf183,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:1:2,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:1,1,commentary:087__Charlie_Marie:2,2,Clarification Request (Specific),517,106,10,3,10,1,True,[1],[2],25,True,58a1df9e625b999f2c9f56d6e1bdc3770551ad34a2079a59ea78c9338c503355,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:4:5,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:4,4,commentary:087__Charlie_Marie:5,5,Assert / Elaborate,77,77,5,3,5,3,True,[6],[7],25,True,97c72959933b6313f5c8c18ac989cbabb358cd9429ff34113ae93cfed35d38dd,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:5:6,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:5,5,commentary:087__Charlie_Marie:6,6,Clarification Request (Specific),58,58,5,3,5,3,True,[7],[8],25,True,64840c5da4212d3a20e5b6536576009ca4d44a9d3b18f5686c767bf70f762e59,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:10:11,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:10,10,commentary:087__Charlie_Marie:11,11,Assert / Elaborate,86,86,5,3,5,3,True,[16],[17],25,True,394f76804afeabba9e06d16bdfb76b8c68bb72461b9ec2788ecc0aa747d2ff11,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:11:12,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:11,11,commentary:087__Charlie_Marie:12,12,Clarification Request (Specific),90,90,6,3,5,3,True,[17],[18],25,True,84f401cef353746002116e6ea0538cb41b0ba37cbcbe0b3f513b3ce192afbcdd,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:12:13,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:12,12,commentary:087__Charlie_Marie:13,13,Assert / Elaborate,56,56,4,3,4,3,True,[18],[19],25,True,86e86fab86d70d7b18607a5ab92278eb29b917a6ed2bbc5ce716fa97f8a33746,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:13:14,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:13,13,commentary:087__Charlie_Marie:14,14,Agree / Align,461,104,10,3,10,3,True,[19],[20],25,True,f5c3ea8fad12662951347cc7d943ac912371c4cb03a3d1dab443a616e9d5092c,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:14:15,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:14,14,commentary:087__Charlie_Marie:15,15,Assert / Elaborate,151,109,5,3,5,3,True,[20],[21],25,True,2da2776ad78528db578f1e4574a4c89f0558d77c01ab25b3ecbdcd520762a369,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:15:16,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:15,15,commentary:087__Charlie_Marie:16,16,Assert / Elaborate,290,107,10,3,10,3,True,[21],[22],25,True,800b7a5c0e5b403beb732d16b9271f040b5b0e6c91bf497bbdfa56a65a3ae337,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:16:17,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:16,16,commentary:087__Charlie_Marie:17,17,Assert / Elaborate,51,51,4,3,5,3,True,[22],[23],25,True,2c3a7710824f22be2783babc3608defa336a8cbfd0cea1866e477980b9c24b41,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:19:20,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:19,19,commentary:087__Charlie_Marie:20,20,Assert / Elaborate,362,107,10,3,10,3,True,[27],[28],25,True,ef68b33369d1424fc09f1782566738fd512c18eabdf91b124a3e894accad2cf4,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:20:21,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:20,20,commentary:087__Charlie_Marie:21,21,Assert / Elaborate,95,95,6,3,4,3,True,[28],[29],25,True,b93eaca362a071c2da6ad9ed83d4f4016de87dd5ad8a9c22c81be221852eee6d,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:23:24,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:23,23,commentary:087__Charlie_Marie:24,24,Assert / Elaborate,376,112,10,3,10,3,True,[33],[34],25,True,fc03e82b841ae17accdeaffda5b073ea2af911f63a9f673c1ecf333d3f6919f5,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:26:27,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:26,26,commentary:087__Charlie_Marie:27,27,Assert / Elaborate,70,70,5,3,5,3,True,[42],[43],25,True,d9495ae3bb298c8e4aa3882fd3df3c94be32be2f5bd385be3a51f1e6bd196afa,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:27:28,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:27,27,commentary:087__Charlie_Marie:28,28,Agree / Align,223,106,10,3,10,3,True,[43],[44],25,True,9d4dca091a2c6a8678c96404165a8fd8653bb6bd98c628e715fc4cbcc68a516d,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:28:29,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:28,28,commentary:087__Charlie_Marie:29,29,Assert / Elaborate,84,84,7,3,5,3,True,[44],[45],25,True,a1241148483d061577d4f935de3a62b4c79a7ade0eca5d71a6240a4a1c5de5a4,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:29:30,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:29,29,commentary:087__Charlie_Marie:30,30,Assert / Elaborate,504,105,10,3,10,3,True,[45],[46],25,True,fb00626a71c2a2f95e389fe661859bd0ac41113b1c0bd4b002b4cbddb1b6488c,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:30:31,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:30,30,commentary:087__Charlie_Marie:31,31,Assert / Elaborate,105,105,5,3,5,3,True,[46],[47],25,True,f769170226aa9383ec1c5cdee2e142eb94816981c8682ac9944bd116eec171f7,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:34:35,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:34,34,commentary:087__Charlie_Marie:35,35,Assert / Elaborate,60,60,4,3,5,3,True,[58],[59],25,True,dd817cdbb1ee6a8db5a25dae5820d01f51823de26c2a6ae5745f19daa3957d20,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:35:36,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:35,35,commentary:087__Charlie_Marie:36,36,Assert / Elaborate,465,108,10,3,10,3,True,[59],[60],25,True,6e24f9662051a97af1717b74cefc1f732a3fe1f0a6856e4472143907aa4a3dc3,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:36:37,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:36,36,commentary:087__Charlie_Marie:37,37,Assert / Elaborate,288,106,8,3,7,3,True,[60],[61],25,True,3a734d690bfb3a5a4a8e7e6f82aa9fae18d6a712278e2d21e0ee3dbbbf825984,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:37:38,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:37,37,commentary:087__Charlie_Marie:38,38,Assert / Elaborate,183,110,5,3,6,3,True,[61],[62],25,True,b17c06b3d46d8b081f1184c316db4f53ffc6bba5f8ad595d4d752d5becd1d580,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:39:40,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:39,39,commentary:087__Charlie_Marie:40,40,Assert / Elaborate,153,109,10,3,10,3,True,[65],[66],25,True,240f1dcb5464dee651580706e538c037dd9750703a112e6c0ceff16c86b465dc,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:41:42,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:41,41,commentary:087__Charlie_Marie:42,42,Assert / Elaborate,197,108,10,3,10,3,True,[69],[70],25,True,fa4bab29a0f533e2091f8f3628170150b6942d27b750e56daf4a39bb49fc4502,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:42:43,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:42,42,commentary:087__Charlie_Marie:43,43,Agree / Align,132,104,5,3,5,3,True,[70],[71],25,True,bcdfc1c5a45a64051d5601319e4500734877530d1f48448e8418788873b54aec,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:45:46,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:45,45,commentary:087__Charlie_Marie:46,46,Agree / Align,286,105,8,3,8,3,True,[75],[76],25,True,eb107e37c7688219f1b60203493b2d80897c95f850f351699372ee15ad71fffc,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:087__Charlie_Marie:46:47,commentary,087__Charlie_Marie,data_cleaned/conversation_moves_labeled/commentary/087__Charlie_Marie.json,commentary:087__Charlie_Marie:46,46,commentary:087__Charlie_Marie:47,47,Assert / Elaborate,50,50,3,3,4,3,True,[76],[77],25,True,24f1bac04c9c30ff5726bd50fda0b41809228ec0f92092a6eee4c74ec4fbeb5e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:2:3,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:2,2,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3,3,Assert / Elaborate,135,108,7,3,6,2,True,[4],[5],25,True,c333da4c08b8d12509db0da221cb06535192140ef7709885f5fe1a15720b3e99,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3:4,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:3,3,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:4,4,Topic Shift,117,104,5,3,5,3,True,[5],[6],25,True,b9c9c0c75d11ab3f6e90a452566fd584d6e1b739ac7300b4408fe60de44d7ef5,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:6:7,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:6,6,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:7,7,Assert / Elaborate,66,66,7,3,5,3,True,[10],[11],25,True,f0d20a9dcfb56a008f250da915b769ea3c836127c9332fb333ea4f80d34c6318,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9:10,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:9,9,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10,10,Assert / Elaborate,78,78,5,3,5,3,True,[13],[14],25,True,21a95c5d0fb8c895c26cc0f2758129ffb92de8f3699e2f490c7f6518313d0758,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10:11,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:10,10,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11,11,Agree / Align,112,102,8,3,5,3,True,[14],[15],25,True,09d75aec93d6ec5149b39211514e7f0b70ff65ae6ab64aaa4b5fa966c4a12835,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11:12,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:11,11,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:12,12,Assert / Elaborate,83,83,7,3,7,3,True,[15],[16],25,True,e32abfaf12d23b7f8d5c1495922afd1edfa44d68997f06fdcf5a3db2b493b2c3,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:14:15,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:14,14,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15,15,Assert / Elaborate,62,62,4,3,5,3,True,[20],[21],25,True,f0370f092960e8ae0554dea751f07114afd67066f0da459313d0aa053481d602,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
