episode_id,file,host_speaker_id,method,confidence,num_turns,num_speakers,guest_tokens,host_tokens
66264,data/conversation_moves_labeled/66264.json,SPEAKER_00,heuristic_score,0.7005,18,2,derrick van orden,wizm jen brien kaitlyn riley
66275,data/conversation_moves_labeled/66275.json,SPEAKER_01,heuristic_score,0.8311,47,2,tammy baldwin,jeffrey masters
66276,data/conversation_moves_labeled/66276.json,SPEAKER_01,heuristic_score,0.6868,47,2,sharice davids,jeffrey masters
66301,data/conversation_moves_labeled/66301.json,SPEAKER_01,heuristic_score,0.7413,21,2,sherrod brown,toledo city
66306,data/conversation_moves_labeled/66306.json,SPEAKER_01,heuristic_score,0.7473,2,2,peter defazio,transport topics spokenlayer
66328,data/conversation_moves_labeled/66328.json,SPEAKER_01,direct_host_cue,1.0,25,2,jason crow,bob levi
66334,data/conversation_moves_labeled/66334.json,SPEAKER_02,direct_host_cue,1.0,29,2,brenda lawrence,bob levi
66371,data/conversation_moves_labeled/66371.json,SPEAKER_00,direct_host_cue,1.0,25,2,david cicilline,axios
66372,data/conversation_moves_labeled/66372.json,SPEAKER_00,direct_host_cue,1.0,21,2,ro khanna,axios
66374,data/conversation_moves_labeled/66374.json,SPEAKER_01,direct_host_cue,1.0,21,2,anna eshoo,axios
66376,data/conversation_moves_labeled/66376.json,SPEAKER_01,direct_host_cue,1.0,21,2,patrick mchenry,axios
66377,data/conversation_moves_labeled/66377.json,SPEAKER_00,direct_host_cue,1.0,25,2,ro khanna,axios
66379,data/conversation_moves_labeled/66379.json,SPEAKER_00,direct_host_cue,1.0,27,2,ted cruz,axios
66380,data/conversation_moves_labeled/66380.json,SPEAKER_00,direct_host_cue,1.0,21,2,joe manchin,axios
66381,data/conversation_moves_labeled/66381.json,SPEAKER_00,direct_host_cue,1.0,19,2,josh gottheimer,axios
66383,data/conversation_moves_labeled/66383.json,SPEAKER_00,direct_host_cue,1.0,19,2,ami bera,axios
66386,data/conversation_moves_labeled/66386.json,SPEAKER_01,direct_host_cue,1.0,11,2,carolyn maloney,axios
66387,data/conversation_moves_labeled/66387.json,SPEAKER_01,direct_host_cue,1.0,17,2,david cicilline,axios
66390,data/conversation_moves_labeled/66390.json,SPEAKER_01,direct_host_cue,1.0,21,2,jennifer wexton,axios
66397,data/conversation_moves_labeled/66397.json,SPEAKER_00,direct_host_cue,1.0,21,2,eric swalwell,axios
66406,data/conversation_moves_labeled/66406.json,SPEAKER_00,direct_host_cue,1.0,25,2,,
66409,data/conversation_moves_labeled/66409.json,SPEAKER_01,direct_host_cue,1.0,69,2,kevin mccarthy,teneo kajiwara
66410,data/conversation_moves_labeled/66410.json,SPEAKER_00,direct_host_cue,1.0,23,2,dennis ross,teneo kevin kajiwara
66412,data/conversation_moves_labeled/66412.json,SPEAKER_01,direct_host_cue,1.0,53,2,paul ryan,teneo kevin kajiwara
66473,data/conversation_moves_labeled/66473.json,SPEAKER_00,heuristic_score,0.99,35,2,peter meijer,rightly andrew greiner
66476,data/conversation_moves_labeled/66476.json,SPEAKER_00,direct_host_cue,1.0,29,2,heidi heitkamp,mike mcfeely forum communications co mc
66477,data/conversation_moves_labeled/66477.json,SPEAKER_01,direct_host_cue,1.0,25,2,,
66478,data/conversation_moves_labeled/66478.json,SPEAKER_00,heuristic_score,0.7022,31,2,,
70636,data/conversation_moves_labeled/70636.json,SPEAKER_01,host_cue_tiebreak,0.7815,19,2,mike pence,prageru candace owens
70730,data/conversation_moves_labeled/70730.json,SPEAKER_01,direct_host_cue,1.0,17,2,randy fine,laurie cardoza moore
70755,data/conversation_moves_labeled/70755.json,SPEAKER_01,direct_host_cue,1.0,11,2,ben sasse,firearms policy coalition
70775,data/conversation_moves_labeled/70775.json,SPEAKER_01,direct_host_cue,1.0,101,2,pete gallego,texas tribune
70851,data/conversation_moves_labeled/70851.json,SPEAKER_01,direct_host_cue,1.0,105,2,harley rouda,kx
70863,data/conversation_moves_labeled/70863.json,SPEAKER_00,direct_host_cue,1.0,24,2,rahm emanuel,politico
70865,data/conversation_moves_labeled/70865.json,SPEAKER_01,direct_host_cue,1.0,53,2,chip roy,politico tim alberta
70867,data/conversation_moves_labeled/70867.json,SPEAKER_00,direct_host_cue,1.0,74,2,elijah cummings,politico isaac dovere
70870,data/conversation_moves_labeled/70870.json,SPEAKER_01,direct_host_cue,1.0,53,2,jimmy carter,politico
70872,data/conversation_moves_labeled/70872.json,SPEAKER_01,heuristic_score,0.7583,4,2,joe manchin,politico
70873,data/conversation_moves_labeled/70873.json,SPEAKER_02,direct_host_cue,1.0,159,2,nancy pelosi,politico
70874,data/conversation_moves_labeled/70874.json,SPEAKER_01,direct_host_cue,1.0,101,2,thom tillis,politico
70875,data/conversation_moves_labeled/70875.json,SPEAKER_00,direct_host_cue,1.0,95,2,mark kelly,politico
70876,data/conversation_moves_labeled/70876.json,SPEAKER_01,heuristic_score,0.9755,112,2,jeff merkley,politico
70882,data/conversation_moves_labeled/70882.json,SPEAKER_00,direct_host_cue,1.0,58,2,hakeem jeffries,politico
70883,data/conversation_moves_labeled/70883.json,SPEAKER_02,direct_host_cue,1.0,104,2,ted cruz,politico
70884,data/conversation_moves_labeled/70884.json,SPEAKER_00,direct_host_cue,1.0,110,2,jeff sessions,politico
70887,data/conversation_moves_labeled/70887.json,SPEAKER_01,heuristic_score,0.9171,134,2,barney frank,politico
70889,data/conversation_moves_labeled/70889.json,SPEAKER_00,heuristic_score,0.9403,9,2,kendra horn,frontier
70890,data/conversation_moves_labeled/70890.json,SPEAKER_00,heuristic_score,0.5133,51,2,stephanie bice,frontier
70913,data/conversation_moves_labeled/70913.json,SPEAKER_01,direct_host_cue,1.0,31,2,bob inglis,ana marie cox open mike eagle
70916,data/conversation_moves_labeled/70916.json,SPEAKER_00,heuristic_score,0.708,61,2,tim scott,digital
70917,data/conversation_moves_labeled/70917.json,SPEAKER_00,heuristic_score,0.8123,25,2,joe cunningham,digital
70918,data/conversation_moves_labeled/70918.json,SPEAKER_00,heuristic_score,0.551,22,2,nancy mace,digital
70921,data/conversation_moves_labeled/70921.json,SPEAKER_00,direct_host_cue,1.0,34,2,katherine clark,meidas media leigh mcgowan meidastouch politics girl
70922,data/conversation_moves_labeled/70922.json,SPEAKER_00,direct_host_cue,1.0,42,2,elissa slotkin,meidas media leigh mcgowan meidastouch politics girl
70924,data/conversation_moves_labeled/70924.json,SPEAKER_00,direct_host_cue,1.0,21,2,laphonza butler,meidas media leigh mcgowan meidastouch politics girl
70926,data/conversation_moves_labeled/70926.json,SPEAKER_00,direct_host_cue,1.0,72,2,jamie raskin,meidas media leigh mcgowan meidastouch politics girl
70929,data/conversation_moves_labeled/70929.json,SPEAKER_00,direct_host_cue,1.0,29,2,laphonza butler,meidas media leigh mcgowan meidastouch politics girl
70930,data/conversation_moves_labeled/70930.json,SPEAKER_00,direct_host_cue,1.0,37,2,adam schiff,meidas media leigh mcgowan meidastouch politics girl
70936,data/conversation_moves_labeled/70936.json,SPEAKER_00,direct_host_cue,1.0,9,2,matt gaetz,sebastian gorka rob ellis
70938,data/conversation_moves_labeled/70938.json,SPEAKER_01,direct_host_cue,1.0,47,2,matt gaetz,sebastian gorka rob ellis
70940,data/conversation_moves_labeled/70940.json,SPEAKER_01,heuristic_score,0.99,17,2,jimmy carter,
70949,data/conversation_moves_labeled/70949.json,SPEAKER_01,direct_host_cue,1.0,15,2,,
70950,data/conversation_moves_labeled/70950.json,SPEAKER_01,heuristic_score,0.562,25,2,,
70951,data/conversation_moves_labeled/70951.json,SPEAKER_01,heuristic_score,0.5857,27,2,,
70952,data/conversation_moves_labeled/70952.json,SPEAKER_01,direct_host_cue,1.0,21,2,,
70953,data/conversation_moves_labeled/70953.json,SPEAKER_02,direct_host_cue,1.0,19,2,,
70957,data/conversation_moves_labeled/70957.json,SPEAKER_00,heuristic_score,0.8935,15,2,mike rounds,national cattlemen beef association beltway
70958,data/conversation_moves_labeled/70958.json,SPEAKER_01,heuristic_score,0.8937,15,2,mike rounds,national cattlemen beef association beltway
71022,data/conversation_moves_labeled/71022.json,SPEAKER_00,heuristic_score,0.7302,11,2,joe manchin,mark curtis rick johnson cmorrison wowktv nexstar media
71078,data/conversation_moves_labeled/71078.json,SPEAKER_01,direct_host_cue,1.0,25,2,michael burgess,govcio media research governmentcio
71080,data/conversation_moves_labeled/71080.json,SPEAKER_00,direct_host_cue,1.0,35,2,ritchie torres,center for new liberalism
71081,data/conversation_moves_labeled/71081.json,SPEAKER_01,direct_host_cue,1.0,23,2,ritchie torres,center for new liberalism
71083,data/conversation_moves_labeled/71083.json,SPEAKER_00,direct_host_cue,1.0,21,2,brittany pettersen,center for new liberalism
71084,data/conversation_moves_labeled/71084.json,SPEAKER_01,direct_host_cue,1.0,34,2,ami bera,center for new liberalism
71085,data/conversation_moves_labeled/71085.json,SPEAKER_00,direct_host_cue,1.0,25,2,brad schneider,center for new liberalism
71086,data/conversation_moves_labeled/71086.json,SPEAKER_01,direct_host_cue,1.0,36,2,shontel brown,center for new liberalism
71092,data/conversation_moves_labeled/71092.json,SPEAKER_00,direct_host_cue,1.0,44,2,brad schneider,center for new liberalism
71099,data/conversation_moves_labeled/71099.json,SPEAKER_01,direct_host_cue,1.0,62,2,bill foster,jo ann barefoot
71100,data/conversation_moves_labeled/71100.json,SPEAKER_01,direct_host_cue,1.0,32,2,gregory meeks,jo ann barefoot
71118,data/conversation_moves_labeled/71118.json,SPEAKER_00,direct_host_cue,1.0,13,2,bobby scott,gbh prx wnyc studios
71119,data/conversation_moves_labeled/71119.json,SPEAKER_00,direct_host_cue,1.0,23,2,john delaney,jaxusa partnership economic development jax current
71138,data/conversation_moves_labeled/71138.json,SPEAKER_01,heuristic_score,0.9855,33,2,andrew clyde,lone star outdoor
71189,data/conversation_moves_labeled/71189.json,SPEAKER_00,heuristic_score,0.643,23,2,kamala harris,jonathan dunnings
71211,data/conversation_moves_labeled/71211.json,SPEAKER_00,direct_host_cue,1.0,24,2,cheri bustos,wmay mid west family springfield
71212,data/conversation_moves_labeled/71212.json,SPEAKER_00,heuristic_score,0.6347,30,2,mike bost,wmay mid west family springfield
71213,data/conversation_moves_labeled/71213.json,SPEAKER_00,direct_host_cue,1.0,27,2,joe walsh,wmay mid west family springfield
71214,data/conversation_moves_labeled/71214.json,SPEAKER_00,direct_host_cue,1.0,16,2,cheri bustos,wmay mid west family springfield
71215,data/conversation_moves_labeled/71215.json,SPEAKER_00,direct_host_cue,1.0,18,2,john shimkus,wmay mid west family springfield
71216,data/conversation_moves_labeled/71216.json,SPEAKER_01,heuristic_score,0.6887,21,2,adam kinzinger,wmay mid west family springfield
71217,data/conversation_moves_labeled/71217.json,SPEAKER_01,heuristic_score,0.5443,28,2,joe walsh,wmay mid west family springfield
71219,data/conversation_moves_labeled/71219.json,SPEAKER_00,heuristic_score,0.6568,30,2,darin lahood,wmay mid west family springfield
71220,data/conversation_moves_labeled/71220.json,SPEAKER_01,heuristic_score,0.6049,12,2,raja krishnamoorthi,wmay mid west family springfield
71221,data/conversation_moves_labeled/71221.json,SPEAKER_01,heuristic_score,0.9241,16,2,cheri bustos,wmay mid west family springfield
71222,data/conversation_moves_labeled/71222.json,SPEAKER_00,direct_host_cue,1.0,14,2,joe walsh,wmay mid west family springfield
71224,data/conversation_moves_labeled/71224.json,SPEAKER_00,heuristic_score,0.6339,17,2,jim leach,wmay mid west family springfield
71225,data/conversation_moves_labeled/71225.json,SPEAKER_00,direct_host_cue,1.0,19,2,,
71226,data/conversation_moves_labeled/71226.json,SPEAKER_00,heuristic_score,0.5811,17,2,,
71227,data/conversation_moves_labeled/71227.json,SPEAKER_01,direct_host_cue,1.0,18,2,,
71228,data/conversation_moves_labeled/71228.json,SPEAKER_01,direct_host_cue,1.0,22,2,,
71229,data/conversation_moves_labeled/71229.json,SPEAKER_01,direct_host_cue,1.0,18,2,,
71230,data/conversation_moves_labeled/71230.json,SPEAKER_00,direct_host_cue,1.0,19,2,,
71231,data/conversation_moves_labeled/71231.json,SPEAKER_00,heuristic_score,0.5106,18,2,,
71232,data/conversation_moves_labeled/71232.json,SPEAKER_01,direct_host_cue,1.0,20,2,,
71233,data/conversation_moves_labeled/71233.json,SPEAKER_00,direct_host_cue,1.0,20,2,,
71234,data/conversation_moves_labeled/71234.json,SPEAKER_01,heuristic_score,0.6823,22,2,,
71235,data/conversation_moves_labeled/71235.json,SPEAKER_00,heuristic_score,0.5128,18,2,,
71236,data/conversation_moves_labeled/71236.json,SPEAKER_00,heuristic_score,0.6146,21,2,,
71237,data/conversation_moves_labeled/71237.json,SPEAKER_00,direct_host_cue,1.0,24,2,,
71238,data/conversation_moves_labeled/71238.json,SPEAKER_01,heuristic_score,0.5156,19,2,rodney davis,wmay mid west family springfield
71239,data/conversation_moves_labeled/71239.json,SPEAKER_00,heuristic_score,0.5664,20,2,,
71240,data/conversation_moves_labeled/71240.json,SPEAKER_00,heuristic_score,0.7239,24,2,,
71241,data/conversation_moves_labeled/71241.json,SPEAKER_01,direct_host_cue,1.0,15,2,,
71243,data/conversation_moves_labeled/71243.json,SPEAKER_01,direct_host_cue,1.0,16,2,,
71244,data/conversation_moves_labeled/71244.json,SPEAKER_01,heuristic_score,0.6029,18,2,,
71245,data/conversation_moves_labeled/71245.json,SPEAKER_00,heuristic_score,0.7242,16,2,,
71246,data/conversation_moves_labeled/71246.json,SPEAKER_00,heuristic_score,0.5707,14,2,,
71251,data/conversation_moves_labeled/71251.json,SPEAKER_01,heuristic_score,0.5727,22,2,,
71252,data/conversation_moves_labeled/71252.json,SPEAKER_01,heuristic_score,0.6394,19,2,,
71254,data/conversation_moves_labeled/71254.json,SPEAKER_01,heuristic_score,0.5423,15,2,,
71255,data/conversation_moves_labeled/71255.json,SPEAKER_00,heuristic_score,0.5797,15,2,,
71257,data/conversation_moves_labeled/71257.json,SPEAKER_01,heuristic_score,0.5095,16,2,,
71258,data/conversation_moves_labeled/71258.json,SPEAKER_01,heuristic_score,0.6285,17,2,,
71260,data/conversation_moves_labeled/71260.json,SPEAKER_01,heuristic_score,0.7948,17,2,,
71344,data/conversation_moves_labeled/71344.json,SPEAKER_01,heuristic_score,0.6636,49,2,mitt romney,lord ashcroft in america
71346,data/conversation_moves_labeled/71346.json,SPEAKER_00,heuristic_score,0.7807,12,2,tim ryan,abc
71349,data/conversation_moves_labeled/71349.json,SPEAKER_01,heuristic_score,0.8047,21,2,adam schiff,abc
71350,data/conversation_moves_labeled/71350.json,SPEAKER_00,heuristic_score,0.7559,27,2,jim jordan,abc
71352,data/conversation_moves_labeled/71352.json,SPEAKER_00,heuristic_score,0.7562,15,2,adam schiff,abc
71355,data/conversation_moves_labeled/71355.json,SPEAKER_01,heuristic_score,0.5153,20,2,kirsten gillibrand,abc
71359,data/conversation_moves_labeled/71359.json,SPEAKER_01,heuristic_score,0.5753,19,2,amy klobuchar,abc
71360,data/conversation_moves_labeled/71360.json,SPEAKER_00,heuristic_score,0.5506,17,2,elijah cummings,abc
71364,data/conversation_moves_labeled/71364.json,SPEAKER_01,heuristic_score,0.5685,15,2,mazie hirono,abc
71365,data/conversation_moves_labeled/71365.json,SPEAKER_00,heuristic_score,0.6413,11,2,ron johnson,abc
71374,data/conversation_moves_labeled/71374.json,SPEAKER_01,heuristic_score,0.6222,9,2,bob menendez,abc
71425,data/conversation_moves_labeled/71425.json,SPEAKER_01,heuristic_score,0.9129,26,2,greg pence,wrbi
71426,data/conversation_moves_labeled/71426.json,SPEAKER_02,heuristic_score,0.5303,39,2,greg pence,wrbi
71428,data/conversation_moves_labeled/71428.json,SPEAKER_00,heuristic_score,0.8545,24,2,greg pence,wrbi
71432,data/conversation_moves_labeled/71432.json,SPEAKER_00,heuristic_score,0.5174,25,2,greg pence,wrbi
71433,data/conversation_moves_labeled/71433.json,SPEAKER_00,heuristic_score,0.6709,12,2,todd young,wrbi
71444,data/conversation_moves_labeled/71444.json,SPEAKER_00,direct_host_cue,1.0,9,2,bill foster,
71498,data/conversation_moves_labeled/71498.json,SPEAKER_01,direct_host_cue,1.0,57,2,joe walsh,media
71499,data/conversation_moves_labeled/71499.json,SPEAKER_00,direct_host_cue,1.0,27,2,lindsey graham,salem marcus brown
71503,data/conversation_moves_labeled/71503.json,SPEAKER_00,direct_host_cue,1.0,79,2,donald trump,salem marcus brown
71504,data/conversation_moves_labeled/71504.json,SPEAKER_01,direct_host_cue,1.0,21,2,marco rubio,salem marcus brown
71505,data/conversation_moves_labeled/71505.json,SPEAKER_00,direct_host_cue,1.0,37,2,rick scott,salem marcus brown
71508,data/conversation_moves_labeled/71508.json,SPEAKER_01,direct_host_cue,1.0,41,2,tim scott,salem marcus brown
71509,data/conversation_moves_labeled/71509.json,SPEAKER_00,direct_host_cue,1.0,25,2,liz cheney,salem marcus brown
71513,data/conversation_moves_labeled/71513.json,SPEAKER_00,direct_host_cue,1.0,16,2,candice miller,daily detroit jer staes
71519,data/conversation_moves_labeled/71519.json,SPEAKER_00,direct_host_cue,1.0,19,2,,
71629,data/conversation_moves_labeled/71629.json,SPEAKER_03,heuristic_score,0.9696,146,2,,
71669,data/conversation_moves_labeled/71669.json,SPEAKER_00,heuristic_score,0.771,2,2,yvette clarke,celeste katz jeff simmons driving forces on wbai
71723,data/conversation_moves_labeled/71723.json,SPEAKER_01,direct_host_cue,1.0,11,2,david kustoff,kwam dalton starnesmediagroup glasscock
71724,data/conversation_moves_labeled/71724.json,SPEAKER_01,direct_host_cue,1.0,13,2,tim burchett,kwam dalton starnesmediagroup glasscock
71733,data/conversation_moves_labeled/71733.json,SPEAKER_01,heuristic_score,0.6577,19,2,donald trump,kwam dalton starnesmediagroup glasscock
71735,data/conversation_moves_labeled/71735.json,SPEAKER_00,direct_host_cue,1.0,11,2,david kustoff,kwam dalton starnesmediagroup glasscock
71740,data/conversation_moves_labeled/71740.json,SPEAKER_00,heuristic_score,0.8638,15,2,tim burchett,kwam dalton starnesmediagroup glasscock
71745,data/conversation_moves_labeled/71745.json,SPEAKER_00,heuristic_score,0.5469,44,2,mike dewine,wspd am
71747,data/conversation_moves_labeled/71747.json,SPEAKER_00,heuristic_score,0.8697,33,2,steven palazzo,wspd am
71748,data/conversation_moves_labeled/71748.json,SPEAKER_00,direct_host_cue,1.0,36,2,jody hice,wspd am
71751,data/conversation_moves_labeled/71751.json,SPEAKER_01,heuristic_score,0.6301,26,2,jody hice,wspd am
71753,data/conversation_moves_labeled/71753.json,SPEAKER_01,direct_host_cue,1.0,24,2,jody hice,wspd am
71754,data/conversation_moves_labeled/71754.json,SPEAKER_01,heuristic_score,0.6944,38,2,tim scott,wspd am
71755,data/conversation_moves_labeled/71755.json,SPEAKER_00,direct_host_cue,1.0,28,2,andy harris,wspd am
71756,data/conversation_moves_labeled/71756.json,SPEAKER_01,direct_host_cue,1.0,37,2,mike dewine,wspd am
71757,data/conversation_moves_labeled/71757.json,SPEAKER_01,direct_host_cue,1.0,28,2,rob portman,wspd am
71758,data/conversation_moves_labeled/71758.json,SPEAKER_01,heuristic_score,0.5696,40,2,mo brooks,wspd am
71759,data/conversation_moves_labeled/71759.json,SPEAKER_01,heuristic_score,0.6987,41,2,donald trump,wspd am
71760,data/conversation_moves_labeled/71760.json,SPEAKER_01,heuristic_score,0.5793,35,2,jon husted,wspd am
71761,data/conversation_moves_labeled/71761.json,SPEAKER_01,heuristic_score,0.5533,39,2,mike dewine,wspd am
71762,data/conversation_moves_labeled/71762.json,SPEAKER_00,heuristic_score,0.6136,35,2,jody hice,wspd am
71763,data/conversation_moves_labeled/71763.json,SPEAKER_00,heuristic_score,0.5174,22,2,rob portman,wspd am
71765,data/conversation_moves_labeled/71765.json,SPEAKER_00,heuristic_score,0.7119,30,2,dan crenshaw,wspd am
71767,data/conversation_moves_labeled/71767.json,SPEAKER_00,heuristic_score,0.5559,29,2,steven palazzo,wspd am
71768,data/conversation_moves_labeled/71768.json,SPEAKER_01,heuristic_score,0.5605,27,2,rob portman,wspd am
71769,data/conversation_moves_labeled/71769.json,SPEAKER_00,heuristic_score,0.668,20,2,sherrod brown,wspd am
71772,data/conversation_moves_labeled/71772.json,SPEAKER_00,heuristic_score,0.6951,37,2,mo brooks,wspd am
71773,data/conversation_moves_labeled/71773.json,SPEAKER_01,heuristic_score,0.6486,53,2,mike dewine,wspd am
71775,data/conversation_moves_labeled/71775.json,SPEAKER_01,heuristic_score,0.8626,31,2,mike dewine,wspd am
71777,data/conversation_moves_labeled/71777.json,SPEAKER_00,heuristic_score,0.6904,57,2,mike dewine,wspd am
71778,data/conversation_moves_labeled/71778.json,SPEAKER_00,heuristic_score,0.5418,52,2,mike dewine,wspd am
71779,data/conversation_moves_labeled/71779.json,SPEAKER_01,direct_host_cue,1.0,28,2,steve king,wspd am
71780,data/conversation_moves_labeled/71780.json,SPEAKER_01,heuristic_score,0.7782,34,2,allen west,wspd am
71782,data/conversation_moves_labeled/71782.json,SPEAKER_01,heuristic_score,0.7557,38,2,mike dewine,wspd am
71783,data/conversation_moves_labeled/71783.json,SPEAKER_01,heuristic_score,0.571,36,2,sherrod brown,wspd am
71785,data/conversation_moves_labeled/71785.json,SPEAKER_00,heuristic_score,0.5845,30,2,rob portman,wspd am
71786,data/conversation_moves_labeled/71786.json,SPEAKER_00,direct_host_cue,1.0,42,2,mike dewine,wspd am
71787,data/conversation_moves_labeled/71787.json,SPEAKER_01,heuristic_score,0.8775,42,2,sherrod brown,wspd am
71788,data/conversation_moves_labeled/71788.json,SPEAKER_00,heuristic_score,0.5264,62,2,marcy kaptur,wspd am
71789,data/conversation_moves_labeled/71789.json,SPEAKER_00,heuristic_score,0.6246,31,2,rob portman,wspd am
71790,data/conversation_moves_labeled/71790.json,SPEAKER_00,direct_host_cue,1.0,31,2,sherrod brown,wspd am
71791,data/conversation_moves_labeled/71791.json,SPEAKER_01,heuristic_score,0.5721,16,2,bradley byrne,wspd am
71792,data/conversation_moves_labeled/71792.json,SPEAKER_01,heuristic_score,0.5264,39,2,steve king,wspd am
71793,data/conversation_moves_labeled/71793.json,SPEAKER_01,direct_host_cue,1.0,51,2,joni ernst,wspd am
71795,data/conversation_moves_labeled/71795.json,SPEAKER_00,direct_host_cue,1.0,17,2,rob portman,wspd am
71806,data/conversation_moves_labeled/71806.json,SPEAKER_01,direct_host_cue,1.0,22,2,chris van hollen,new jewish narrative maxxe albert deitch
71907,data/conversation_moves_labeled/71907.json,SPEAKER_00,direct_host_cue,1.0,26,2,shontel brown,electorette flux community media
71908,data/conversation_moves_labeled/71908.json,SPEAKER_00,direct_host_cue,1.0,15,2,lauren underwood,electorette flux community media
71910,data/conversation_moves_labeled/71910.json,SPEAKER_01,direct_host_cue,1.0,30,2,val demings,electorette flux community media
71911,data/conversation_moves_labeled/71911.json,SPEAKER_00,direct_host_cue,1.0,22,2,sylvia garcia,electorette flux community media
71912,data/conversation_moves_labeled/71912.json,SPEAKER_01,direct_host_cue,1.0,34,2,mikie sherrill,electorette flux community media
71913,data/conversation_moves_labeled/71913.json,SPEAKER_01,direct_host_cue,1.0,24,2,lisa blunt rochester,electorette flux community media
71914,data/conversation_moves_labeled/71914.json,SPEAKER_00,direct_host_cue,1.0,30,2,veronica escobar,electorette flux community media
72028,data/conversation_moves_labeled/72028.json,SPEAKER_01,direct_host_cue,1.0,59,2,ben quayle,inspired media
72029,data/conversation_moves_labeled/72029.json,SPEAKER_00,heuristic_score,0.8753,33,2,kyrsten sinema,inspired media
72030,data/conversation_moves_labeled/72030.json,SPEAKER_00,heuristic_score,0.6364,97,2,ben quayle,inspired media
72032,data/conversation_moves_labeled/72032.json,SPEAKER_00,heuristic_score,0.516,57,2,angus king,christopher lydon
72058,data/conversation_moves_labeled/72058.json,SPEAKER_00,direct_host_cue,1.0,3,2,adam kinzinger,
72062,data/conversation_moves_labeled/72062.json,SPEAKER_01,direct_host_cue,1.0,25,2,randy hultgren,illinois bankers association
72133,data/conversation_moves_labeled/72133.json,SPEAKER_00,direct_host_cue,1.0,19,2,marsha blackburn,kyle kashuv
72158,data/conversation_moves_labeled/72158.json,SPEAKER_01,host_cue_tiebreak,0.5831,35,2,joe garcia,colorado business roundtable
72167,data/conversation_moves_labeled/72167.json,SPEAKER_00,heuristic_score,0.9501,7,2,tulsi gabbard,baloney
72168,data/conversation_moves_labeled/72168.json,SPEAKER_01,heuristic_score,0.6441,35,2,donna shalala,huddle
72180,data/conversation_moves_labeled/72180.json,SPEAKER_00,direct_host_cue,1.0,39,2,joe walsh,adrian goldberg talk
72210,data/conversation_moves_labeled/72210.json,SPEAKER_00,direct_host_cue,1.0,61,2,mike haridopolos,brooke maratta team xvxiii xv xiii
72222,data/conversation_moves_labeled/72222.json,SPEAKER_00,heuristic_score,0.7988,34,2,jamie raskin,laura flanders curious communications jeannie lauraflanders
72235,data/conversation_moves_labeled/72235.json,SPEAKER_00,direct_host_cue,1.0,20,2,bobby scott,stride inc
72236,data/conversation_moves_labeled/72236.json,SPEAKER_00,direct_host_cue,1.0,15,2,mark warner,stride inc
72247,data/conversation_moves_labeled/72247.json,SPEAKER_00,direct_host_cue,1.0,27,2,tom cole,sfata
72248,data/conversation_moves_labeled/72248.json,SPEAKER_01,direct_host_cue,1.0,23,2,ron johnson,sfata
72251,data/conversation_moves_labeled/72251.json,SPEAKER_01,direct_host_cue,1.0,21,2,tom emmer,hodlpac
72252,data/conversation_moves_labeled/72252.json,SPEAKER_00,direct_host_cue,1.0,23,2,stacey plaskett,hodlpac
72253,data/conversation_moves_labeled/72253.json,SPEAKER_00,direct_host_cue,1.0,27,2,ted budd,hodlpac
72254,data/conversation_moves_labeled/72254.json,SPEAKER_00,direct_host_cue,1.0,21,2,warren davidson,hodlpac
72255,data/conversation_moves_labeled/72255.json,SPEAKER_01,direct_host_cue,1.0,21,2,darren soto,hodlpac
72259,data/conversation_moves_labeled/72259.json,SPEAKER_01,direct_host_cue,1.0,41,2,joe walsh,parker molloy
72371,data/conversation_moves_labeled/72371.json,SPEAKER_01,direct_host_cue,1.0,38,2,trey gowdy,first class fatherhood
72372,data/conversation_moves_labeled/72372.json,SPEAKER_00,direct_host_cue,1.0,40,2,jimmy gomez,first class fatherhood
72414,data/conversation_moves_labeled/72414.json,SPEAKER_01,direct_host_cue,1.0,78,2,dean phillips,real talk with rick eden prairie city manager
72418,data/conversation_moves_labeled/72418.json,SPEAKER_00,heuristic_score,0.891,17,2,ted cruz,blaze media
72447,data/conversation_moves_labeled/72447.json,SPEAKER_00,direct_host_cue,1.0,31,2,bobby scott,nasfaa national association student financial aid administrators
72457,data/conversation_moves_labeled/72457.json,SPEAKER_01,direct_host_cue,1.0,33,2,doug jones,joe trippi
72489,data/conversation_moves_labeled/72489.json,SPEAKER_01,direct_host_cue,1.0,67,2,francis rooney,american ambassadors live ambassador jim rosapepe
72513,data/conversation_moves_labeled/72513.json,SPEAKER_01,direct_host_cue,1.0,19,2,sharice davids,paychex inc
72514,data/conversation_moves_labeled/72514.json,SPEAKER_00,direct_host_cue,1.0,23,2,scott fitzgerald,paychex inc
72515,data/conversation_moves_labeled/72515.json,SPEAKER_00,direct_host_cue,1.0,17,2,rand paul,paychex inc
72516,data/conversation_moves_labeled/72516.json,SPEAKER_01,direct_host_cue,1.0,37,2,tim burchett,paychex inc
72517,data/conversation_moves_labeled/72517.json,SPEAKER_01,direct_host_cue,1.0,39,2,blaine luetkemeyer,paychex inc
72518,data/conversation_moves_labeled/72518.json,SPEAKER_01,direct_host_cue,1.0,20,2,cory booker,paychex inc gene marks
72519,data/conversation_moves_labeled/72519.json,SPEAKER_01,direct_host_cue,1.0,26,2,steve chabot,paychex inc
72583,data/conversation_moves_labeled/72583.json,SPEAKER_01,direct_host_cue,1.0,24,2,michele bachmann,todd coconato
